,P1,,,,,P2,,,,,,,,,,,P3,,,,,,,,,P4,,,,,,,,,P5,,,,,,,,,,,,,P6,,,,
" 22/12/2015 4:55:58 PM",2.593921,263.3467,2,2,1,264.4514,8.262177,482.9275,2.471278,2,1,1,2,1,1,1,20.66393,2.235275,288.5078,1,2,1,1,2,1,0,179.8513,1.351616,268.8541,1,2,1,1,2,7.467508,176.8521,252.6916,55.56268,1.356703,0.9440246,0.4222386,0,2,1,210.7633,1.521802,170.5973,0.0001281517,1,1,1,Normal
" 22/12/2015 4:55:59 PM",2.582071,263.072,2,2,1,264.4514,8.262177,482.9275,2.471278,2,1,1,2,1,1,1,20.66393,2.236556,288.5879,1,2,1,1,2,1,0,179.8513,1.36174,268.9695,1,2,1,1,2,7.466547,176.6727,252.6916,55.02435,1.366573,0.9476112,0.4401626,0,2,1,212.5256,1.521802,171.5746,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:00 PM",2.561253,263.0327,2,2,1,264.4514,8.262177,482.7993,2.471278,2,1,1,2,1,1,1,20.66393,2.237069,288.4276,1,2,1,1,2,1,0,180.1846,1.373915,269.2386,1,2,1,1,2,7.466547,176.6727,252.6916,53.56319,1.375801,0.9535033,0.4611593,0.01787144,2,1,214.4642,1.425688,172.4398,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:01 PM",2.548121,262.8365,2,2,1,264.4514,8.262177,482.6967,2.471278,2,1,1,2,1,1,1,20.66393,2.237069,288.5478,1,2,1,1,2,1,0,180.1846,1.384423,268.6619,1,2,1,1,2,7.466547,176.6727,252.6916,51.64061,1.387208,0.9722044,0.4815159,0.03945809,2,1,216.7393,1.425688,173.385,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:02 PM",2.526663,262.2477,2,2,1,264.4514,8.262177,482.6967,2.471278,2,1,1,2,1,1,1,20.73116,2.237069,288.708,1,2,1,1,2,1,0,180.364,1.394035,268.8541,1,2,1,1,2,7.466547,176.6727,252.6916,50.71777,1.398744,0.982964,0.4990558,0.06072446,2,1,218.9182,1.425688,174.4264,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:03 PM",2.516094,262.0514,2,2,1,264.4514,8.262177,482.5429,2.471278,2,1,1,2,1,1,1,20.73116,2.235019,288.9083,1,2,1,1,2,1,0,180.5435,1.405568,268.7772,1,2,1,1,2,7.466547,176.6727,252.6916,50.71777,1.410536,1.00333,0.5182601,0.08167056,2,1,221.2413,1.425688,175.4358,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:04 PM",2.5004,262.4047,2,2,1,264.4514,8.262177,482.5429,2.469356,2,1,1,2,1,1,1,20.73116,2.234378,289.1887,1,2,1,1,2,1,0,180.5435,1.414795,268.7772,1,2,1,1,2,7.466547,176.6727,252.7878,48.79518,1.422071,1.020751,0.5337515,0.1020402,2,1,223.5484,1.569859,176.7175,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:05 PM",2.485988,262.5617,2,2,1,264.4514,8.262177,482.5429,2.469356,2,1,1,2,1,1,1,20.73116,2.233994,289.3088,1,2,1,1,2,1,0,180.7998,1.428251,269.1233,1,2,1,1,2,7.466547,176.6727,252.7878,46.06511,1.434248,1.034328,0.5501392,0.1204881,2,1,225.8876,1.569859,177.823,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:06 PM",2.473497,262.601,2,2,1,264.4514,8.262177,482.5429,2.469356,2,1,1,2,1,1,1,20.71836,2.233225,289.6293,1,2,1,1,2,1,0,181.0049,1.439913,269.354,1,2,1,1,2,7.467508,176.4419,252.948,45.02692,1.449372,1.054054,0.5687034,0.1356052,2,1,228.3869,1.69801,179.1688,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:07 PM",2.459085,262.6402,2,2,1,264.4514,8.262177,482.5429,2.471534,2,1,1,2,1,1,1,20.68634,2.233225,289.9897,1,2,1,1,2,1,0,181.133,1.453369,269.9308,1,2,1,1,2,7.467508,176.4419,253.0121,45.02692,1.460395,1.06571,0.5834267,0.1495052,2,1,230.8543,1.890238,180.5467,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:08 PM",2.459085,262.6402,2,2,1,264.4514,8.262177,482.5429,2.471534,2,1,1,2,1,1,1,20.68634,2.233225,289.9897,1,2,1,1,2,1,0,181.133,1.453369,269.9308,1,2,1,1,2,7.467508,176.4419,253.0121,45.02692,1.460395,1.06571,0.5834267,0.1495052,2,1,230.8543,1.890238,180.5467,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:09 PM",2.440188,263.3467,2,2,1,264.4514,8.262177,482.5429,2.472175,2,1,1,2,1,1,1,20.67674,2.233225,290.5105,1,2,1,1,2,1,0,181.3638,1.463877,270.2769,1,2,1,1,2,7.467508,176.4419,253.0121,42.98898,1.474494,1.06571,0.5990462,0.160907,2,1,233.1774,1.890238,181.9565,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:10 PM",2.43058,263.1505,2,2,1,264.4514,8.262177,482.1071,2.472175,2,1,1,2,1,1,1,20.66393,2.233225,290.7508,1,2,1,1,2,1,0,181.5945,1.480409,270.5845,1,2,1,1,2,7.467508,176.4419,253.0121,40.52807,1.48667,1.069297,0.611593,0.1721167,2,1,235.6607,1.890238,183.2543,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:11 PM",2.425135,263.543,2,2,1,264.4514,8.262177,481.9021,2.469612,2,1,1,2,1,1,1,20.66393,2.233225,290.8309,1,2,1,1,2,1,0,181.5945,1.492711,270.8921,1,2,1,1,2,7.467508,176.4419,253.0121,38.99,1.500769,1.083002,0.6277246,0.1855683,2,1,238.4004,2.066447,184.7603,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:12 PM",2.449476,263.857,2,2,1,264.4514,8.262177,481.9021,2.468971,2,1,1,2,1,1,1,20.62232,2.233225,290.5505,1,2,1,1,2,1,0,182.1071,1.51501,270.7767,1,2,1,1,2,7.467508,176.4419,253.3645,37.14432,1.523327,1.095811,0.6501296,0.2019665,2,1,242.2296,2.258674,186.9553,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:13 PM",2.503603,263.4645,2,2,1,264.4514,8.262177,481.9021,2.468971,2,1,1,2,1,1,1,20.62232,2.233225,290.5905,1,2,1,1,2,1,0,182.2866,1.530132,271.0459,1,2,1,1,2,7.467508,176.4419,253.3645,36.10612,1.537939,1.112847,0.6647249,0.2168273,2,1,245.4178,2.32275,188.8779,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:14 PM",2.526343,263.3467,2,2,1,264.4514,8.262177,481.9021,2.468971,2,1,1,2,1,1,1,20.65113,2.233225,290.8309,1,2,1,1,2,1,0,182.3891,1.539359,270.969,1,2,1,1,2,7.467508,176.4419,253.3645,35.68316,1.539862,1.113616,0.6734309,0.2265637,2,1,247.02,2.370807,189.3585,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:15 PM",2.583672,262.9935,2,2,1,264.4514,8.262177,481.4406,2.468971,2,1,1,2,1,1,1,20.66393,2.233225,290.7508,1,2,1,1,2,1,0,182.5942,1.5573,270.4307,1,2,1,1,2,7.467508,176.0831,253.3645,33.99128,1.565881,1.109773,0.6907147,0.2437946,2,1,250.6409,2.530997,192.3705,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:16 PM",2.601608,262.2869,2,2,1,264.4514,8.262177,481.4406,2.468971,2,1,1,2,1,1,1,20.67674,2.233225,290.6306,1,2,1,1,2,1,0,182.6198,1.568065,270.3153,1,2,1,1,2,7.467508,176.0831,253.3645,33.99128,1.567931,1.114257,0.7021093,0.2518016,2,1,252.259,2.739243,192.8832,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:17 PM",2.6394,261.8159,2,2,1,264.7078,8.262177,481.2612,2.468971,2,1,1,2,1,1,1,20.69595,2.233225,290.7908,1,2,1,1,2,1,0,182.8506,1.587928,270.5076,1,2,1,1,2,7.467508,176.0831,253.685,32.68393,1.598565,1.138722,0.7188811,0.2672389,2,1,255.6876,2.803319,195.8152,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:18 PM",2.64997,261.4626,2,2,1,264.7078,8.262177,481.1331,2.468971,2,1,1,2,1,1,1,20.69595,2.233225,290.6306,1,2,1,1,2,1,0,183.0044,1.598693,270.6229,1,2,1,1,2,7.467508,176.0831,253.685,32.10715,1.601384,1.150378,0.7270749,0.2744771,2,1,257.4821,2.803319,196.1036,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:19 PM",2.655735,260.8346,2,2,1,264.7078,8.262177,481.1331,2.467433,2,1,1,2,1,1,1,20.69595,2.231816,290.7107,1,2,1,1,2,1,0,183.2351,1.615993,271.1997,1,2,1,1,2,7.467508,176.0831,253.8131,29.72315,1.624455,1.174587,0.7419262,0.288249,2,1,260.7344,2.94749,198.1703,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:20 PM",2.646767,260.8738,2,2,1,264.7078,8.262177,481.1331,2.467433,2,1,1,2,1,1,1,20.69595,2.231816,290.5905,1,2,1,1,2,1,0,183.2351,1.62522,271.4304,1,2,1,1,2,7.467508,176.0831,253.8131,29.22328,1.626378,1.174587,0.7478155,0.2954232,2,1,261.7918,2.94749,198.2665,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:21 PM",2.623387,261.4626,2,2,1,264.5475,8.262177,480.9023,2.467433,2,1,1,2,1,1,1,20.69595,2.231816,290.911,1,2,1,1,2,1,0,183.4145,1.633935,272.3148,1,2,1,1,2,7.467508,175.7754,254.3258,28.41579,1.639836,1.174587,0.7547291,0.309003,2,1,263.0415,3.107679,199.6603,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:22 PM",2.617301,261.6982,2,2,1,264.5475,8.262177,480.9023,2.469356,2,1,1,2,1,1,1,20.69595,2.232841,290.15,1,2,1,1,2,1,0,183.4401,1.635472,272.6993,1,2,1,1,2,7.467508,175.5447,254.3258,27.4545,1.642271,1.174587,0.7580578,0.3126541,2,1,263.6023,3.107679,199.9808,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:23 PM",2.608974,261.9729,2,2,1,264.5475,8.262177,480.7742,2.469356,2,1,1,2,1,1,1,20.65433,2.233225,290.0298,1,2,1,1,2,1,0,183.9272,1.637395,273.4684,1,2,1,1,2,7.467508,175.5447,254.3258,25.60882,1.64586,1.157167,0.7603623,0.3153445,2,1,264.131,3.107679,200.3493,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:24 PM",2.605131,261.9729,2,2,1,264.5475,8.262177,480.7742,2.469356,2,1,1,2,1,1,1,20.65433,2.233225,289.7494,1,2,1,1,2,1,0,183.9272,1.638292,273.9297,1,2,1,1,2,7.467508,175.5447,254.3258,25.60882,1.64586,1.160753,0.7603623,0.3153445,2,1,264.2111,3.107679,200.3493,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:25 PM",2.605131,261.9729,2,2,1,264.5475,8.262177,480.7742,2.469356,2,1,1,2,1,1,1,20.65433,2.233225,289.7494,1,2,1,1,2,1,0,183.9272,1.638292,273.9297,1,2,1,1,2,7.467508,175.5447,254.3258,25.60882,1.64586,1.160753,0.7603623,0.3153445,2,1,264.2111,3.107679,200.3493,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:26 PM",2.578548,262.1692,2,2,1,264.5475,8.262177,480.3896,2.469356,2,1,1,2,1,1,1,20.65433,2.233225,289.7494,1,2,1,1,2,1,0,184.4399,1.638292,273.9297,1,2,1,1,2,7.467508,175.5447,254.3258,24.80133,1.646629,1.172794,0.7603623,0.3151523,2,1,264.4995,3.107679,200.4294,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:27 PM",2.56958,262.2477,2,2,1,264.5475,8.262177,480.3896,2.469356,2,1,1,2,1,1,1,20.67034,2.233225,289.7895,1,2,1,1,2,1,0,184.4399,1.638292,273.9682,1,2,1,1,2,7.467508,175.5447,254.3258,24.80133,1.646629,1.167798,0.7603623,0.3137431,2,1,264.6437,3.107679,200.4294,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:28 PM",2.545559,262.8757,2,2,1,264.5475,8.262177,480.3896,2.469356,2,1,1,2,1,1,1,20.67034,2.233225,290.1099,1,2,1,1,2,1,0,184.4399,1.638292,274.122,1,2,1,1,2,7.467508,175.5447,254.9667,22.9172,1.646629,1.173178,0.7603623,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:29 PM",2.52282,262.758,2,2,1,264.5475,8.262177,480.3896,2.469356,2,1,1,2,1,1,1,20.62872,2.233225,290.3102,1,2,1,1,2,1,0,184.8244,1.638292,274.545,1,2,1,1,2,7.467508,175.5447,254.9667,22.9172,1.646629,1.18112,0.75857,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:30 PM",2.513532,263.072,2,2,1,264.5475,8.262177,480.1077,2.4691,2,1,1,2,1,1,1,20.62872,2.233225,290.7107,1,2,1,1,2,1,0,185.0295,1.638292,274.7372,1,2,1,1,2,7.467508,175.5447,254.9667,21.87901,1.644706,1.191111,0.75857,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:31 PM",2.48823,262.8757,2,2,1,264.5475,8.262177,480.0308,2.466536,2,1,1,2,1,1,1,20.62872,2.234763,291.2314,1,2,1,1,2,1,0,185.1833,1.638292,274.9295,1,2,1,1,2,7.467508,175.4422,255.2871,20.87926,1.644706,1.193672,0.75857,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:32 PM",2.467412,262.7972,2,2,1,264.5475,8.262177,480.0308,2.466536,2,1,1,2,1,1,1,20.67034,2.234763,291.4317,1,2,1,1,2,1,0,185.3115,1.638292,275.0064,1,2,1,1,2,7.467508,175.4422,255.2871,20.18713,1.644706,1.193672,0.7602343,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:33 PM",2.456843,263.1505,2,2,1,264.5475,8.262177,480.0308,2.466536,2,1,1,2,1,1,1,20.69915,2.233866,291.4317,1,2,1,1,2,1,0,185.6191,1.638292,275.4678,1,2,1,1,2,7.467508,175.4422,255.6075,19.45655,1.644706,1.176508,0.7602343,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:34 PM",2.436025,262.9935,2,2,1,264.5475,8.262177,479.877,2.4691,2,1,1,2,1,1,1,20.70235,2.233482,291.7121,1,2,1,1,2,1,0,185.8754,1.638292,275.8908,1,2,1,1,2,7.467508,175.4422,255.6396,19.37965,1.644706,1.175099,0.7602343,0.3137431,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:35 PM",2.427057,263.1897,2,2,1,264.5475,8.262177,479.877,2.4691,2,1,1,2,1,1,1,20.70235,2.233482,291.9123,1,2,1,1,2,1,0,186.0805,1.638292,275.9293,1,2,1,1,2,7.467508,175.4422,255.6396,18.61061,1.646116,1.173434,0.7602343,0.3137431,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:36 PM",2.420972,263.6608,2,2,1,264.5475,8.262177,479.595,2.4691,2,1,1,2,1,1,1,20.70235,2.233482,291.9123,1,2,1,1,2,1,0,186.0805,1.638292,275.6601,1,2,1,1,2,7.467508,175.4422,255.6396,18.03384,1.646245,1.186115,0.7625389,0.3137431,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:37 PM",2.41873,263.6608,2,2,1,264.5475,8.262177,479.595,2.4691,2,1,1,2,1,1,1,20.70235,2.232713,291.8322,1,2,1,1,2,1,0,186.3112,1.638292,275.0064,1,2,1,1,2,7.467508,175.3909,255.9921,17.64932,1.646245,1.203663,0.7630509,0.3141274,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:38 PM",2.434423,264.0533,2,2,1,264.5475,8.262177,479.595,2.4691,2,1,1,2,1,1,1,20.70235,2.232201,292.0325,1,2,1,1,2,1,0,186.5163,1.638292,274.6603,1,2,1,1,2,7.467508,175.3909,256.1523,17.14945,1.646245,1.198796,0.7636911,0.3152163,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:39 PM",2.48791,264.1318,2,2,1,264.5475,8.262177,479.595,2.471534,2,1,1,2,1,1,1,20.70235,2.231816,292.5532,1,2,1,1,2,1,0,186.747,1.638292,274.4296,1,2,1,1,2,7.467508,175.3909,256.1523,16.84184,1.646245,1.200461,0.7636911,0.3152163,2,1,264.6437,3.027585,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:40 PM",2.536912,263.543,2,2,1,264.5475,8.262177,479.595,2.472175,2,1,1,2,1,1,1,20.63832,2.231816,292.7535,1,2,1,1,2,1,0,187.1059,1.638292,274.2758,1,2,1,1,2,7.467508,175.3909,256.3766,15.95745,1.646245,1.204304,0.763563,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:41 PM",2.574704,263.3467,2,2,1,264.5475,8.262177,479.3899,2.472175,2,1,1,2,1,1,1,20.63832,2.231816,292.9938,1,2,1,1,2,1,0,187.1059,1.638292,273.8913,1,2,1,1,2,7.467508,175.3909,256.3766,15.61138,1.646245,1.194313,0.7625389,0.3137431,2,1,264.6437,3.107679,200.5896,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:42 PM",2.61634,262.758,2,2,1,264.5475,8.262177,479.3899,2.472175,2,1,1,2,1,1,1,20.63832,2.233994,293.4744,1,2,1,1,2,1,0,187.3878,1.638292,274.1605,1,2,1,1,2,7.467508,175.3909,256.3766,15.53448,1.647142,1.185731,0.7615146,0.3137431,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:43 PM",2.637799,262.6794,2,2,1,264.5475,8.262177,479.2104,2.472175,2,1,1,2,1,1,1,20.63832,2.233994,293.9551,1,2,1,1,2,1,0,187.3878,1.638292,274.6219,1,2,1,1,2,7.469431,175.1859,256.6329,15.53448,1.647911,1.171,0.7611305,0.3150882,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:44 PM",2.659578,262.4832,2,2,1,264.5475,8.262177,478.8772,2.472175,2,1,1,2,1,1,1,20.66073,2.234763,293.9551,1,2,1,1,2,1,0,188.0287,1.638292,274.8911,1,2,1,1,2,7.469431,175.1859,256.6329,14.57319,1.647911,1.164468,0.7611305,0.3150882,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:45 PM",2.663741,262.0514,2,2,1,264.5475,8.262177,478.8516,2.472175,2,1,1,2,1,1,1,20.66073,2.23566,293.875,1,2,1,1,2,1,0,188.0287,1.638292,275.2371,1,2,1,1,2,7.469431,175.1859,256.7611,13.99641,1.647911,1.171257,0.7610025,0.3137431,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:46 PM",2.645165,262.2477,2,2,1,264.5475,8.261856,478.8516,2.46769,2,1,1,2,1,1,1,20.62872,2.234635,294.3556,1,2,1,1,2,1,0,188.0287,1.639958,275.8524,1,2,1,1,2,7.469431,175.1859,256.7611,13.65035,1.649064,1.174203,0.7603623,0.3137431,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:47 PM",2.623387,262.4832,2,2,1,264.7078,8.261856,478.8516,2.46769,2,1,1,2,1,1,1,20.5807,2.234378,294.3556,1,2,1,1,2,1,0,188.5414,1.639958,276.1215,1,2,1,1,2,7.469431,175.1859,257.1136,13.61189,1.649193,1.174203,0.7603623,0.3137431,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:48 PM",2.61602,262.0514,2,2,1,264.7078,8.261856,478.8516,2.46769,2,1,1,2,1,1,1,20.5807,2.234122,294.5959,1,2,1,1,2,1,0,188.6183,1.639958,276.506,1,2,1,1,2,7.469431,175.1859,257.1136,13.18893,1.649193,1.182528,0.7603623,0.3154085,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:49 PM",2.612818,262.4832,2,2,1,264.7719,8.261856,478.6978,2.46769,2,1,1,2,1,1,1,20.61592,2.234122,294.3957,1,2,1,1,2,1,0,189.0285,1.639958,276.3907,1,2,1,1,2,7.470392,175.032,257.1136,12.88131,1.649193,1.184962,0.7603623,0.3157928,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:50 PM",2.606091,262.758,2,2,1,264.7719,8.261856,478.6465,2.465511,2,1,1,2,1,1,1,20.61912,2.232201,294.2755,1,2,1,1,2,1,0,189.0285,1.640342,276.6214,1,2,1,1,2,7.470392,174.9295,257.1136,12.88131,1.649193,1.19316,0.7627949,0.3157928,2,1,264.6437,3.107679,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:51 PM",2.582711,263.229,2,2,1,264.7719,8.261856,478.5696,2.465511,2,1,1,2,1,1,1,20.61912,2.232201,294.1954,1,2,1,1,2,1,0,189.3104,1.641624,276.7752,1,2,1,1,2,7.470392,174.9295,257.1136,12.88131,1.649193,1.193288,0.7629229,0.3157928,2,1,264.4194,2.963509,200.6376,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:52 PM",2.568939,264.0533,2,2,1,264.7719,8.261856,478.5696,2.465511,2,1,1,2,1,1,1,20.66393,2.232201,294.3556,1,2,1,1,2,1,0,189.5411,1.641752,276.9674,1,2,1,1,2,7.471354,174.9295,257.1136,12.07383,1.649193,1.182913,0.7629229,0.315985,2,1,264.4194,2.899433,200.4614,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:53 PM",2.550043,264.3281,2,2,1,264.7719,8.261856,478.5696,2.466665,2,1,1,2,1,1,1,20.66393,2.232201,293.9551,1,2,1,1,2,1,0,189.6693,1.641752,276.9674,1,2,1,1,2,7.471354,174.9295,257.3379,11.88157,1.649193,1.182528,0.7629229,0.315985,2,1,264.4194,2.899433,200.3973,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:54 PM",2.532428,264.7991,2,2,1,264.7719,8.261856,478.4927,2.467177,2,1,1,2,1,1,1,20.60311,2.232457,294.2755,1,2,1,1,2,1,0,189.8231,1.641752,276.4291,1,2,1,1,2,7.471354,174.9295,257.3379,11.88157,1.649193,1.193032,0.7612585,0.3141274,2,1,264.4194,2.771281,200.3012,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:55 PM",2.515133,264.9561,2,2,1,264.7719,8.258652,478.3902,2.467177,2,1,1,2,1,1,1,20.54869,2.232457,294.0352,1,2,1,1,2,1,0,190.2333,1.641752,276.1215,1,2,1,1,2,7.471354,174.9295,257.3379,11.88157,1.649193,1.197899,0.7602343,0.3136149,2,1,264.2592,2.771281,200.3012,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:56 PM",2.498799,265.2309,2,2,1,264.7719,8.258652,478.1082,2.467177,2,1,1,2,1,1,1,20.54229,2.234507,293.6747,1,2,1,1,2,1,0,190.2333,1.641752,276.8521,1,2,1,1,2,7.471354,174.9295,257.3379,11.88157,1.652012,1.203023,0.7602343,0.3136149,2,1,264.2592,2.771281,200.3012,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:57 PM",2.4767,265.7019,2,2,1,264.7719,8.258652,478.1082,2.467305,2,1,1,2,1,1,1,20.54229,2.234635,293.5545,1,2,1,1,2,1,0,190.4896,1.643162,277.0828,1,2,1,1,2,7.471354,174.9295,257.4981,11.4586,1.652012,1.192776,0.7602343,0.3136149,2,1,264.115,2.771281,200.3012,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:58 PM",2.463568,265.7412,2,2,1,264.7719,8.258652,478.1082,2.469868,2,1,1,2,1,1,1,20.5807,2.234635,293.5545,1,2,1,1,2,1,0,190.8741,1.643162,276.9674,1,2,1,1,2,7.471354,174.8526,257.4981,11.3817,1.652012,1.174843,0.7602343,0.3136149,2,1,264.0509,2.771281,200.3012,0.0001281517,1,1,1,Normal
" 22/12/2015 4:56:59 PM",2.446274,265.1524,2,2,1,264.7719,8.260574,478.1082,2.469868,2,1,1,2,1,1,1,20.60311,2.233866,293.4744,1,2,1,1,2,1,0,190.8741,1.643162,277.1597,1,2,1,1,2,7.471354,174.7757,257.6903,11.30479,1.652012,1.174075,0.7602343,0.3136149,2,1,264.0509,2.771281,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:00 PM",2.439227,265.3486,2,2,1,264.7719,8.260895,477.8518,2.469868,2,1,1,2,1,1,1,20.60311,2.232841,293.3543,1,2,1,1,2,1,0,191.3356,1.643162,277.3904,1,2,1,1,2,7.471354,174.7757,257.6903,10.95873,1.652012,1.174075,0.7602343,0.3125901,2,1,264.0509,2.771281,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:01 PM",2.43026,265.1524,2,2,1,264.7719,8.260895,477.8006,2.467818,2,1,1,2,1,1,1,20.60311,2.232841,293.4344,1,2,1,1,2,1,0,191.4894,1.641496,277.7365,1,2,1,1,2,7.471354,174.5963,257.6903,10.95873,1.652012,1.187012,0.7602343,0.312526,2,1,264.0509,2.771281,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:02 PM",2.425135,265.2309,2,2,1,264.7719,8.260895,477.8006,2.467818,2,1,1,2,1,1,1,20.60311,2.232072,293.2742,1,2,1,1,2,1,0,191.7713,1.641496,277.7365,1,2,1,1,2,7.471354,174.3912,257.6903,10.95873,1.652012,1.202895,0.7602343,0.3140633,2,1,264.0509,3.107679,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:03 PM",2.425135,265.1524,2,2,1,264.7719,8.260895,477.8006,2.467818,2,1,1,2,1,1,1,20.66393,2.231304,293.3543,1,2,1,1,2,1,0,192.1046,1.641496,277.5827,1,2,1,1,2,7.471354,174.3912,257.9787,10.76647,1.652012,1.208659,0.7602343,0.3140633,2,1,264.0509,3.107679,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:04 PM",2.461647,265.0346,2,2,1,264.7719,8.260895,477.8006,2.470253,2,1,1,2,1,1,1,20.69595,2.230279,293.8349,1,2,1,1,2,1,0,192.1046,1.642777,278.0056,1,2,1,1,2,7.471354,174.3912,257.9787,10.42041,1.652012,1.221852,0.7621548,0.3140633,2,1,264.0509,3.107679,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:05 PM",2.507446,264.7991,2,2,1,264.7719,8.260895,477.5955,2.470253,2,1,1,2,1,1,1,20.69595,2.230279,294.0753,1,2,1,1,2,1,0,192.3866,1.643162,278.121,1,2,1,1,2,7.471354,174.3912,257.9787,10.15124,1.652012,1.214935,0.7621548,0.3140633,2,1,263.7144,2.579054,200.0929,0.0001281517,1,1,1,Normal
" 22/12/2015 4:57:06 PM",2.54652,264.3281,2,2,1,264.7719,8.260895,477.4673,2.470253,2,1,1,2,1,1,1,20.66714,2.230279,294.0352,1,2,1,1,2,1,0,192.5404,1.643546,278.3133,1,2,1,1,2,7.473597,174.3912,257.9787,9.920533,1.652012,1.213654,0.7597222,0.3137431,2,1,263.5542,2.146541,199.7565,0.0001281517,1,1,1,Normal
